timestamp_minute,tower_identifier,tower_position_x_meter,tower_position_y_meter,tower_motion_power_watt,tower_idle_power_watt,tower_to_tower_mesh_comm_power_watt,tower_to_truck_comm_power_watt,total_power_consumption_watt,battery_voltage_volt,battery_percentage_remaining,current_draw_ampere,ampere_hour_used_this_step,battery_energy_remaining_wh,connected_trucks_ids,connected_tower_ids,truck0_x,truck0_y,truck0_distance_to_A,truck0_distance_to_B,truck0_distance_to_C,truck0_connected_tower,truck1_x,truck1_y,truck1_distance_to_A,truck1_distance_to_B,truck1_distance_to_C,truck1_connected_tower,truck2_x,truck2_y,truck2_distance_to_A,truck2_distance_to_B,truck2_distance_to_C,truck2_connected_tower,truck3_x,truck3_y,truck3_distance_to_A,truck3_distance_to_B,truck3_distance_to_C,truck3_connected_tower,truck4_x,truck4_y,truck4_distance_to_A,truck4_distance_to_B,truck4_distance_to_C,truck4_connected_tower,truck5_x,truck5_y,truck5_distance_to_A,truck5_distance_to_B,truck5_distance_to_C,truck5_connected_tower
11.55,B,150.0,-95.0,4,3,0,211.76,218.76,26.21,93.63,8.3451,0.002318,372.1759,T0,,503.2,-153.2,432.44,357.96,436.34,B,-441.8,354.28,795.54,743.02,785.16,None,553.2,-100.0,406.29,403.23,411.71,None,-287.5,250.0,634.38,557.16,623.9,None,200.0,276.84,149.31,375.19,139.02,C,-195.22,250.0,542.1,488.06,531.62,None
11.55,C,336.4,250.0,4,3,0.03,19.9,26.93,26.18,92.99,1.0286,0.000286,369.6373,T4,A,503.2,-153.2,432.44,357.96,436.34,B,-441.8,354.28,795.54,743.02,785.16,None,553.2,-100.0,406.29,403.23,411.71,None,-287.5,250.0,634.38,557.16,623.9,None,200.0,276.84,149.31,375.19,139.02,C,-195.22,250.0,542.1,488.06,531.62,None
11.567,A,341.88,250.0,4,3,0.0,0,7.0,26.01,89.07,0.2691,7.5e-05,354.0606,,C,505.27,-155.27,436.97,359.54,437.14,B,-437.23,355.9,786.27,743.43,785.8,None,555.27,-100.0,409.92,405.27,410.17,None,-290.0,250.0,631.88,562.23,631.4,None,200.0,275.44,144.14,378.75,143.67,C,-192.98,250.0,534.85,490.03,534.38,None
11.567,B,150.0,-100.0,4,3,0,214.1,221.1,26.21,93.61,8.4347,0.002343,372.1145,T0,,505.27,-155.27,436.97,359.54,437.14,B,-437.23,355.9,786.27,743.43,785.8,None,555.27,-100.0,409.92,405.27,410.17,None,-290.0,250.0,631.88,562.23,631.4,None,200.0,275.44,144.14,378.75,143.67,C,-192.98,250.0,534.85,490.03,534.38,None
11.567,C,341.4,250.0,4,3,0.0,21.61,28.61,26.18,92.99,1.0926,0.000304,369.6294,T4,A,505.27,-155.27,436.97,359.54,437.14,B,-437.23,355.9,786.27,743.43,785.8,None,555.27,-100.0,409.92,405.27,410.17,None,-290.0,250.0,631.88,562.23,631.4,None,200.0,275.44,144.14,378.75,143.67,C,-192.98,250.0,534.85,490.03,534.38,None
11.583,A,341.6,250.0,4,3,0,21.58,28.58,26.01,89.07,1.099,0.000305,354.0527,T4,C,507.6,-157.6,440.11,361.45,440.11,B,-432.4,357.2,781.39,743.52,781.39,None,557.6,-100.0,411.29,407.63,411.29,None,-292.5,250.0,634.1,567.3,634.1,None,200.0,273.91,143.6,382.19,143.6,A,-190.8,250.0,532.4,492.11,532.4,None
11.583,B,150.0,-105.0,4,3,0,216.95,223.95,26.21,93.6,8.5436,0.002373,372.0523,T0,,507.6,-157.6,440.11,361.45,440.11,B,-432.4,357.2,781.39,743.52,781.39,None,557.6,-100.0,411.29,407.63,411.29,None,-292.5,250.0,634.1,567.3,634.1,None,200.0,273.91,143.6,382.19,143.6,A,-190.8,250.0,532.4,492.11,532.4,None
11.583,C,341.6,250.0,4,3,0,0,7,26.18,92.99,0.2673,7.4e-05,369.6274,,A,507.6,-157.6,440.11,361.45,440.11,B,-432.4,357.2,781.39,743.52,781.39,None,557.6,-100.0,411.29,407.63,411.29,None,-292.5,250.0,634.1,567.3,634.1,None,200.0,273.91,143.6,382.19,143.6,A,-190.8,250.0,532.4,492.11,532.4,None
11.6,A,336.6,250.0,4,3,0.03,19.68,26.71,26.01,89.07,1.027,0.000285,354.0452,T4,C,510.16,-160.16,445.37,364.34,441.57,B,-427.34,358.2,771.57,740.27,781.47,None,560.16,-100.0,415.31,410.19,410.01,None,-295.0,250.0,631.6,569.33,641.6,None,200.0,272.26,138.4,380.68,148.28,A,-188.67,250.0,525.27,490.72,535.27,None
11.6,B,150.0,-105.12,4,3,0,221.31,228.31,26.21,93.58,8.7102,0.00242,371.9888,T0,,510.16,-160.16,445.37,364.34,441.57,B,-427.34,358.2,771.57,740.27,781.47,None,560.16,-100.0,415.31,410.19,410.01,None,-295.0,250.0,631.6,569.33,641.6,None,200.0,272.26,138.4,380.68,148.28,A,-188.67,250.0,525.27,490.72,535.27,None
11.6,C,346.6,250.0,4,3,0.03,0,7.03,26.18,92.99,0.2684,7.5e-05,369.6255,,A,510.16,-160.16,445.37,364.34,441.57,B,-427.34,358.2,771.57,740.27,781.47,None,560.16,-100.0,415.31,410.19,410.01,None,-295.0,250.0,631.6,569.33,641.6,None,200.0,272.26,138.4,380.68,148.28,A,-188.67,250.0,525.27,490.72,535.27,None
11.617,A,336.4,250.0,4,3,0.03,19.52,26.55,26.01,89.07,1.0208,0.000284,354.0379,T4,C,512.9,-162.9,449.04,366.72,445.03,B,-422.1,358.92,766.28,739.8,776.65,None,562.9,-100.0,416.9,413.02,411.3,None,-297.5,250.0,633.9,574.41,644.38,None,200.0,270.52,137.94,383.91,148.3,A,-186.58,250.0,522.97,492.92,533.45,None
11.617,B,150.0,-110.12,4,3,0,224.94,231.94,26.21,93.57,8.8491,0.002458,371.9244,T0,,512.9,-162.9,449.04,366.72,445.03,B,-422.1,358.92,766.28,739.8,776.65,None,562.9,-100.0,416.9,413.02,411.3,None,-297.5,250.0,633.9,574.41,644.38,None,200.0,270.52,137.94,383.91,148.3,A,-186.58,250.0,522.97,492.92,533.45,None
11.617,C,346.88,250.0,4,3,0.03,0,7.03,26.18,92.99,0.2685,7.5e-05,369.6235,,A,512.9,-162.9,449.04,366.72,445.03,B,-422.1,358.92,766.28,739.8,776.65,None,562.9,-100.0,416.9,413.02,411.3,None,-297.5,250.0,633.9,574.41,644.38,None,200.0,270.52,137.94,383.91,148.3,A,-186.58,250.0,522.97,492.92,533.45,None
11.633,A,331.4,250.0,4,3,0.17,17.73,24.89,26.01,89.06,0.9571,0.000266,354.0309,T4,C,515.79,-165.79,454.85,369.96,446.94,B,-416.71,359.38,756.06,736.14,776.33,None,565.79,-100.0,421.24,415.93,410.2,None,-300.0,250.0,631.4,576.56,651.88,None,200.0,268.72,132.73,382.45,153.02,A,-184.49,250.0,515.89,491.74,536.37,None
11.633,B,150.0,-110.45,4,3,0,229.94,236.94,26.21,93.55,9.0401,0.002511,371.8586,T0,,515.79,-165.79,454.85,369.96,446.94,B,-416.71,359.38,756.06,736.14,776.33,None,565.79,-100.0,421.24,415.93,410.2,None,-300.0,250.0,631.4,576.56,651.88,None,200.0,268.72,132.73,382.45,153.02,A,-184.49,250.0,515.89,491.74,536.37,None
11.633,C,351.88,250.0,4,3,0.17,0,7.17,26.18,92.99,0.2737,7.6e-05,369.6215,,A,515.79,-165.79,454.85,369.96,446.94,B,-416.71,359.38,756.06,736.14,776.33,None,565.79,-100.0,421.24,415.93,410.2,None,-300.0,250.0,631.4,576.56,651.88,None,200.0,268.72,132.73,382.45,153.02,A,-184.49,250.0,515.89,491.74,536.37,None
11.65,A,331.3,250.0,4,3,0.17,17.61,24.79,26.01,89.06,0.9531,0.000265,354.0241,T4,C,518.8,-168.8,458.86,372.64,450.71,B,-411.2,359.6,750.55,735.27,771.24,None,568.8,-100.0,422.97,419.08,411.59,None,-299.94,247.5,631.25,578.08,652.16,None,200.0,266.87,132.38,385.58,153.15,A,-182.4,250.0,513.7,494.01,534.62,None
11.65,B,150.0,-115.45,4,3,0,234.13,241.13,26.21,93.53,9.2002,0.002556,371.7916,T0,,518.8,-168.8,458.86,372.64,450.71,B,-411.2,359.6,750.55,735.27,771.24,None,568.8,-100.0,422.97,419.08,411.59,None,-299.94,247.5,631.25,578.08,652.16,None,200.0,266.87,132.38,385.58,153.15,A,-182.4,250.0,513.7,494.01,534.62,None
11.65,C,352.22,250.0,4,3,0.17,0,7.17,26.18,92.99,0.274,7.6e-05,369.6195,,A,518.8,-168.8,458.86,372.64,450.71,B,-411.2,359.6,750.55,735.27,771.24,None,568.8,-100.0,422.97,419.08,411.59,None,-299.94,247.5,631.25,578.08,652.16,None,200.0,266.87,132.38,385.58,153.15,A,-182.4,250.0,513.7,494.01,534.62,None
11.667,A,326.32,250.0,4,3,0.46,15.94,23.41,26.01,89.06,0.9,0.00025,354.0176,T4,C,521.88,-171.88,465.0,376.06,452.88,B,-405.62,359.59,740.1,731.34,770.67,None,571.88,-100.0,427.55,422.18,410.59,None,-299.77,245.0,626.12,576.7,657.01,None,200.0,265.0,127.21,384.22,157.93,A,-180.28,250.0,506.61,492.96,537.5,None
11.667,B,150.0,-115.96,4,3,0,239.55,246.55,26.21,93.52,9.4071,0.002613,371.7231,T0,,521.88,-171.88,465.0,376.06,452.88,B,-405.62,359.59,740.1,731.34,770.67,None,571.88,-100.0,427.55,422.18,410.59,None,-299.77,245.0,626.12,576.7,657.01,None,200.0,265.0,127.21,384.22,157.93,A,-180.28,250.0,506.61,492.96,537.5,None
11.667,C,357.22,250.0,4,3,0.46,0,7.46,26.18,92.99,0.285,7.9e-05,369.6174,,A,521.88,-171.88,465.0,376.06,452.88,B,-405.62,359.59,740.1,731.34,770.67,None,571.88,-100.0,427.55,422.18,410.59,None,-299.77,245.0,626.12,576.7,657.01,None,200.0,265.0,127.21,384.22,157.93,A,-180.28,250.0,506.61,492.96,537.5,None
11.683,A,321.48,250.0,4,3,0.68,14.42,22.1,26.01,89.06,0.8498,0.000236,354.0114,T4,C,525.0,-175.0,471.22,378.87,456.78,B,-400.0,359.38,729.73,730.22,765.45,None,575.0,-100.0,432.17,425.52,412.02,None,-299.52,242.5,621.05,578.07,657.16,None,200.0,263.13,122.19,387.33,158.15,A,-178.12,250.0,499.61,495.25,535.73,None
11.683,B,150.0,-120.96,4,3,0,244.05,251.05,26.21,93.5,9.5792,0.002661,371.6534,T0,,525.0,-175.0,471.22,378.87,456.78,B,-400.0,359.38,729.73,730.22,765.45,None,575.0,-100.0,432.17,425.52,412.02,None,-299.52,242.5,621.05,578.07,657.16,None,200.0,263.13,122.19,387.33,158.15,A,-178.12,250.0,499.61,495.25,535.73,None
11.683,C,357.6,250.0,4,3,0.68,0,7.68,26.18,92.98,0.2935,8.2e-05,369.6153,,A,525.0,-175.0,471.22,378.87,456.78,B,-400.0,359.38,729.73,730.22,765.45,None,575.0,-100.0,432.17,425.52,412.02,None,-299.52,242.5,621.05,578.07,657.16,None,200.0,263.13,122.19,387.33,158.15,A,-178.12,250.0,499.61,495.25,535.73,None
11.7,A,316.8,250.0,4,3,1.24,13.03,21.27,26.01,89.06,0.8178,0.000227,354.0055,T4,C,528.12,-178.12,477.43,382.32,459.0,B,-394.38,358.97,719.48,726.15,764.78,None,578.12,-100.0,436.79,428.66,411.03,None,-299.2,240.0,616.08,576.66,661.88,None,200.0,261.28,117.34,386.13,162.99,A,-175.9,250.0,492.7,494.27,538.5,None
11.7,B,150.0,-121.6,4,3,0,249.64,256.64,26.21,93.48,9.7926,0.00272,371.5821,T0,,528.12,-178.12,477.43,382.32,459.0,B,-394.38,358.97,719.48,726.15,764.78,None,578.12,-100.0,436.79,428.66,411.03,None,-299.2,240.0,616.08,576.66,661.88,None,200.0,261.28,117.34,386.13,162.99,A,-175.9,250.0,492.7,494.27,538.5,None
11.7,C,362.6,250.0,4,3,1.24,0,8.24,26.18,92.98,0.3147,8.7e-05,369.613,,A,528.12,-178.12,477.43,382.32,459.0,B,-394.38,358.97,719.48,726.15,764.78,None,578.12,-100.0,436.79,428.66,411.03,None,-299.2,240.0,616.08,576.66,661.88,None,200.0,261.28,117.34,386.13,162.99,A,-175.9,250.0,492.7,494.27,538.5,None
11.717,A,312.29,250.0,4,3,1.6,11.77,20.38,26.01,89.06,0.7834,0.000218,353.9999,T4,C,531.2,-181.2,483.59,385.09,462.84,None,-388.8,358.4,709.42,724.93,759.58,None,581.2,-100.0,441.38,432.02,412.44,None,-298.83,237.5,611.25,577.94,661.96,None,200.0,259.48,112.69,389.3,163.28,A,-173.6,250.0,485.89,496.53,536.61,None
11.717,B,150.0,-126.6,4,3,0,0,7,26.21,93.48,0.2671,7.4e-05,371.5802,,,531.2,-181.2,483.59,385.09,462.84,None,-388.8,358.4,709.42,724.93,759.58,None,581.2,-100.0,441.38,432.02,412.44,None,-298.83,237.5,611.25,577.94,661.96,None,200.0,259.48,112.69,389.3,163.28,A,-173.6,250.0,485.89,496.53,536.61,None
11.717,C,363.01,250.0,4,3,1.6,0,8.6,26.18,92.98,0.3284,9.1e-05,369.6106,,A,531.2,-181.2,483.59,385.09,462.84,None,-388.8,358.4,709.42,724.93,759.58,None,581.2,-100.0,441.38,432.02,412.44,None,-298.83,237.5,611.25,577.94,661.96,None,200.0,259.48,112.69,389.3,163.28,A,-173.6,250.0,485.89,496.53,536.61,None
11.733,A,307.98,250.0,4,3,2.44,10.65,20.09,26.01,89.06,0.7724,0.000215,353.9943,T4,C,534.21,-184.21,489.61,388.39,464.93,None,-383.29,357.68,699.6,720.87,758.98,None,584.21,-100.0,445.87,435.07,411.39,None,-298.42,235.0,606.59,576.52,666.6,None,200.0,257.74,108.25,388.32,168.19,A,-171.2,250.0,479.17,495.54,539.21,None
11.733,B,150.0,-127.34,4,3,0,0,7,26.21,93.48,0.2671,7.4e-05,371.5782,,,534.21,-184.21,489.61,388.39,464.93,None,-383.29,357.68,699.6,720.87,758.98,None,584.21,-100.0,445.87,435.07,411.39,None,-298.42,235.0,606.59,576.52,666.6,None,200.0,257.74,108.25,388.32,168.19,A,-171.2,250.0,479.17,495.54,539.21,None
11.733,C,368.01,250.0,4,3,2.44,0,9.44,26.18,92.98,0.3605,0.0001,369.608,,A,534.21,-184.21,489.61,388.39,464.93,None,-383.29,357.68,699.6,720.87,758.98,None,584.21,-100.0,445.87,435.07,411.39,None,-298.42,235.0,606.59,576.52,666.6,None,200.0,257.74,108.25,388.32,168.19,A,-171.2,250.0,479.17,495.54,539.21,None
11.75,A,303.87,250.0,4,3,2.92,9.65,19.57,26.01,89.05,0.7525,0.000209,353.9888,T4,C,537.1,-187.1,495.43,390.95,468.52,None,-377.9,356.82,690.09,719.7,753.93,None,587.1,-100.0,450.24,438.3,412.7,None,-298.01,232.5,602.14,577.77,666.66,None,200.0,256.09,104.05,391.64,168.54,A,-168.68,250.0,472.55,497.74,537.1,None
11.75,B,150.0,-132.34,4,3,0,0,7,26.21,93.48,0.2671,7.4e-05,371.5763,,,537.1,-187.1,495.43,390.95,468.52,None,-377.9,356.82,690.09,719.7,753.93,None,587.1,-100.0,450.24,438.3,412.7,None,-298.01,232.5,602.14,577.77,666.66,None,200.0,256.09,104.05,391.64,168.54,A,-168.68,250.0,472.55,497.74,537.1,None
11.75,C,368.42,250.0,4,3,2.92,0,9.92,26.18,92.98,0.379,0.000105,369.6053,,A,537.1,-187.1,495.43,390.95,468.52,None,-377.9,356.82,690.09,719.7,753.93,None,587.1,-100.0,450.24,438.3,412.7,None,-298.01,232.5,602.14,577.77,666.66,None,200.0,256.09,104.05,391.64,168.54,A,-168.68,250.0,472.55,497.74,537.1,None
11.767,A,298.87,250.0,4,3,4.19,8.51,19.7,26.01,89.05,0.7577,0.00021,353.9834,T4,C,539.84,-189.84,501.53,393.94,470.27,None,-372.66,355.86,679.82,715.75,753.55,None,589.84,-100.0,455.15,441.09,411.51,None,-297.6,230.0,596.81,576.39,671.32,None,200.0,254.56,98.98,390.92,173.48,A,-166.02,250.0,464.89,496.66,539.44,None
11.767,B,150.0,-133.15,4,3,0,0,7,26.21,93.48,0.2671,7.4e-05,371.5743,,,539.84,-189.84,501.53,393.94,470.27,None,-372.66,355.86,679.82,715.75,753.55,None,589.84,-100.0,455.15,441.09,411.51,None,-297.6,230.0,596.81,576.39,671.32,None,200.0,254.56,98.98,390.92,173.48,A,-166.02,250.0,464.89,496.66,539.44,None
11.767,C,373.42,250.0,4,3,4.19,0,11.19,26.18,92.98,0.4274,0.000119,369.6021,,A,539.84,-189.84,501.53,393.94,470.27,None,-372.66,355.86,679.82,715.75,753.55,None,589.84,-100.0,455.15,441.09,411.51,None,-297.6,230.0,596.81,576.39,671.32,None,200.0,254.56,98.98,390.92,173.48,A,-166.02,250.0,464.89,496.66,539.44,None
11.783,A,293.87,250.0,4,3,4.99,7.47,19.46,26.01,89.05,0.7483,0.000208,353.978,T4,C,542.4,-192.4,507.43,396.13,473.43,None,-367.6,354.8,669.72,714.78,748.8,None,592.4,-100.0,460.02,444.04,412.64,None,-297.22,227.5,591.52,577.67,671.42,None,200.0,253.16,93.93,394.49,173.86,A,-163.2,250.0,457.07,498.75,537.03,None
11.783,B,150.0,-138.15,4,3,0,0,7,26.21,93.48,0.2671,7.4e-05,371.5724,,,542.4,-192.4,507.43,396.13,473.43,None,-367.6,354.8,669.72,714.78,748.8,None,592.4,-100.0,460.02,444.04,412.64,None,-297.22,227.5,591.52,577.67,671.42,None,200.0,253.16,93.93,394.49,173.86,A,-163.2,250.0,457.07,498.75,537.03,None
11.783,C,373.83,250.0,4,3,4.99,0,11.99,26.18,92.98,0.458,0.000127,369.5988,,A,542.4,-192.4,507.43,396.13,473.43,None,-367.6,354.8,669.72,714.78,748.8,None,592.4,-100.0,460.02,444.04,412.64,None,-297.22,227.5,591.52,577.67,671.42,None,200.0,253.16,93.93,394.49,173.86,A,-163.2,250.0,457.07,498.75,537.03,None
11.8,A,288.87,250.0,4,3,6.7,6.51,20.21,26.01,89.05,0.7771,0.000216,353.9723,T4,C,544.73,-194.73,513.08,398.65,474.67,None,-362.77,353.67,659.83,711.08,748.81,None,594.73,-100.0,464.81,446.44,411.23,None,-296.88,225.0,586.28,576.35,676.17,None,200.0,251.92,88.89,394.09,178.84,A,-160.21,250.0,449.08,497.53,539.04,None
11.8,B,150.0,-138.98,4,3,0,0,7,26.21,93.48,0.2671,7.4e-05,371.5704,,,544.73,-194.73,513.08,398.65,474.67,None,-362.77,353.67,659.83,711.08,748.81,None,594.73,-100.0,464.81,446.44,411.23,None,-296.88,225.0,586.28,576.35,676.17,None,200.0,251.92,88.89,394.09,178.84,A,-160.21,250.0,449.08,497.53,539.04,None
11.8,C,378.83,250.0,4,3,6.7,0,13.7,26.18,92.98,0.5234,0.000145,369.595,,A,544.73,-194.73,513.08,398.65,474.67,None,-362.77,353.67,659.83,711.08,748.81,None,594.73,-100.0,464.81,446.44,411.23,None,-296.88,225.0,586.28,576.35,676.17,None,200.0,251.92,88.89,394.09,178.84,A,-160.21,250.0,449.08,497.53,539.04,None
11.817,A,283.87,250.0,4,3,7.75,5.63,20.38,26.01,89.05,0.7835,0.000218,353.9667,T4,C,546.8,-196.8,518.42,400.3,477.2,None,-358.2,352.48,650.2,710.45,744.49,None,596.8,-100.0,469.49,448.96,412.13,None,-296.6,222.5,581.12,577.72,676.36,None,200.0,250.86,83.88,397.99,179.2,A,-157.02,250.0,440.9,499.49,536.23,None
11.817,B,150.0,-143.98,4,3,0,0,7,26.21,93.48,0.2671,7.4e-05,371.5685,,,546.8,-196.8,518.42,400.3,477.2,None,-358.2,352.48,650.2,710.45,744.49,None,596.8,-100.0,469.49,448.96,412.13,None,-296.6,222.5,581.12,577.72,676.36,None,200.0,250.86,83.88,397.99,179.2,A,-157.02,250.0,440.9,499.49,536.23,None
11.817,C,379.2,250.0,4,3,7.75,0,14.75,26.18,92.98,0.5633,0.000156,369.5909,,A,546.8,-196.8,518.42,400.3,477.2,None,-358.2,352.48,650.2,710.45,744.49,None,596.8,-100.0,469.49,448.96,412.13,None,-296.6,222.5,581.12,577.72,676.36,None,200.0,250.86,83.88,397.99,179.2,A,-157.02,250.0,440.9,499.49,536.23,None
11.833,A,278.87,250.0,4,3,9.95,3.19,20.14,26.01,89.05,0.7744,0.000215,353.9611,T4,C,548.57,-198.57,523.4,402.18,477.74,None,-353.93,351.25,640.85,707.11,745.04,None,598.57,-100.0,474.03,450.8,410.43,None,-296.4,220.0,576.05,576.5,681.26,None,212.0,250.76,66.88,400.39,172.2,A,-153.63,250.0,432.5,498.05,537.83,None
11.833,B,150.0,-144.8,4,3,0,0,7,26.21,93.48,0.2671,7.4e-05,371.5665,,,548.57,-198.57,523.4,402.18,477.74,None,-353.93,351.25,640.85,707.11,745.04,None,598.57,-100.0,474.03,450.8,410.43,None,-296.4,220.0,576.05,576.5,681.26,None,212.0,250.76,66.88,400.39,172.2,A,-153.63,250.0,432.5,498.05,537.83,None
11.833,C,384.2,250.0,4,3,9.95,0,16.95,26.18,92.98,0.6472,0.00018,369.5862,,A,548.57,-198.57,523.4,402.18,477.74,None,-353.93,351.25,640.85,707.11,745.04,None,598.57,-100.0,474.03,450.8,410.43,None,-296.4,220.0,576.05,576.5,681.26,None,212.0,250.76,66.88,400.39,172.2,A,-153.63,250.0,432.5,498.05,537.83,None
11.85,A,273.87,250.0,4,3,11.25,1.53,19.78,26.01,89.05,0.7607,0.000211,353.9556,T4,C,550.0,-200.0,527.96,403.14,479.46,None,-350.0,350.0,631.84,706.97,741.3,None,600.0,-100.0,478.39,452.75,411.01,None,-296.3,217.5,571.1,578.01,681.6,None,224.0,250.65,49.88,407.23,160.52,A,-150.0,250.0,423.87,499.84,534.52,None
11.85,B,150.0,-149.8,4,3,0,0,7,26.21,93.48,0.2671,7.4e-05,371.5646,,,550.0,-200.0,527.96,403.14,479.46,None,-350.0,350.0,631.84,706.97,741.3,None,600.0,-100.0,478.39,452.75,411.01,None,-296.3,217.5,571.1,578.01,681.6,None,224.0,250.65,49.88,407.23,160.52,A,-150.0,250.0,423.87,499.84,534.52,None
11.85,C,384.52,250.0,4,3,11.25,0,18.25,26.18,92.98,0.697,0.000194,369.5811,,A,550.0,-200.0,527.96,403.14,479.46,None,-350.0,350.0,631.84,706.97,741.3,None,600.0,-100.0,478.39,452.75,411.01,None,-296.3,217.5,571.1,578.01,681.6,None,224.0,250.65,49.88,407.23,160.52,A,-150.0,250.0,423.87,499.84,534.52,None
11.867,A,268.87,250.0,4,3,13.97,0.54,21.51,26.01,89.04,0.827,0.00023,353.9496,T4,C,551.43,-200.55,531.82,404.53,478.76,None,-346.31,348.63,623.04,703.93,742.41,None,600.0,-97.14,479.74,453.16,405.96,None,-296.32,215.0,566.28,576.93,686.74,None,236.0,250.55,32.88,410.23,153.52,A,-146.19,250.0,415.06,498.18,535.71,None
11.867,B,150.0,-150.57,4,3,0,0,7,26.21,93.47,0.2671,7.4e-05,371.5627,,,551.43,-200.55,531.82,404.53,478.76,None,-346.31,348.63,623.04,703.93,742.41,None,600.0,-97.14,479.74,453.16,405.96,None,-296.32,215.0,566.28,576.93,686.74,None,236.0,250.55,32.88,410.23,153.52,A,-146.19,250.0,415.06,498.18,535.71,None
11.867,C,389.52,250.0,4,3,13.97,0,20.97,26.18,92.97,0.8007,0.000222,369.5753,,A,551.43,-200.55,531.82,404.53,478.76,None,-346.31,348.63,623.04,703.93,742.41,None,600.0,-97.14,479.74,453.16,405.96,None,-296.32,215.0,566.28,576.93,686.74,None,236.0,250.55,32.88,410.23,153.52,A,-146.19,250.0,415.06,498.18,535.71,None
11.883,A,263.87,250.0,4,3,15.54,0.09,22.62,26.01,89.04,0.8699,0.000242,353.9433,T4,C,553.2,-201.19,535.99,405.77,479.88,None,-342.75,347.02,614.33,703.85,738.92,None,600.0,-93.6,480.67,454.25,402.81,None,-296.48,212.5,561.61,578.64,687.28,None,248.0,250.45,15.88,417.67,141.78,A,-142.25,250.0,406.12,499.9,532.02,None
11.883,B,150.0,-155.57,4,3,0,0,7,26.21,93.47,0.2671,7.4e-05,371.5607,,,553.2,-201.19,535.99,405.77,479.88,None,-342.75,347.02,614.33,703.85,738.92,None,600.0,-93.6,480.67,454.25,402.81,None,-296.48,212.5,561.61,578.64,687.28,None,248.0,250.45,15.88,417.67,141.78,A,-142.25,250.0,406.12,499.9,532.02,None
11.883,C,389.78,250.0,4,3,15.54,0,22.54,26.18,92.97,0.8607,0.000239,369.5691,,A,553.2,-201.19,535.99,405.77,479.88,None,-342.75,347.02,614.33,703.85,738.92,None,600.0,-93.6,480.67,454.25,402.81,None,-296.48,212.5,561.61,578.64,687.28,None,248.0,250.45,15.88,417.67,141.78,A,-142.25,250.0,406.12,499.9,532.02,None
11.9,A,258.87,250.0,4,3,18.81,0.0,25.81,26.01,89.04,0.9923,0.000276,353.9362,T4,C,555.27,-201.92,540.44,407.83,479.57,None,-339.31,345.21,605.71,700.63,740.24,None,600.0,-89.46,481.25,454.93,396.68,None,-296.8,210.0,557.11,577.73,692.73,None,260.0,250.34,1.18,421.21,134.78,A,-138.19,250.0,397.06,498.09,532.96,None
11.9,B,150.0,-156.25,4,3,0,0,7,26.21,93.47,0.2671,7.4e-05,371.5588,,,555.27,-201.92,540.44,407.83,479.57,None,-339.31,345.21,605.71,700.63,740.24,None,600.0,-89.46,481.25,454.93,396.68,None,-296.8,210.0,557.11,577.73,692.73,None,260.0,250.34,1.18,421.21,134.78,A,-138.19,250.0,397.06,498.09,532.96,None
11.9,C,394.78,250.0,4,3,18.81,0,25.81,26.18,92.97,0.9856,0.000274,369.5619,,A,555.27,-201.92,540.44,407.83,479.57,None,-339.31,345.21,605.71,700.63,740.24,None,600.0,-89.46,481.25,454.93,396.68,None,-296.8,210.0,557.11,577.73,692.73,None,260.0,250.34,1.18,421.21,134.78,A,-138.19,250.0,397.06,498.09,532.96,None
11.917,A,253.87,250.0,4,3,20.65,0.12,27.77,26.01,89.04,1.0677,0.000297,353.9285,T4,C,557.6,-202.72,545.17,409.7,481.05,None,-336.0,343.2,597.19,700.48,736.86,None,600.0,-84.8,481.56,456.45,392.61,None,-297.29,207.5,552.8,579.69,693.53,None,272.0,250.24,18.13,429.19,122.94,A,-134.0,250.0,387.87,499.78,528.94,None
11.917,B,150.0,-161.25,4,3,0,0,7,26.21,93.47,0.2671,7.4e-05,371.5568,,,557.6,-202.72,545.17,409.7,481.05,None,-336.0,343.2,597.19,700.48,736.86,None,600.0,-84.8,481.56,456.45,392.61,None,-297.29,207.5,552.8,579.69,693.53,None,272.0,250.24,18.13,429.19,122.94,A,-134.0,250.0,387.87,499.78,528.94,None
11.917,C,394.94,250.0,4,3,20.65,0,27.65,26.18,92.97,1.0558,0.000293,369.5542,,A,557.6,-202.72,545.17,409.7,481.05,None,-336.0,343.2,597.19,700.48,736.86,None,600.0,-84.8,481.56,456.45,392.61,None,-297.29,207.5,552.8,579.69,693.53,None,272.0,250.24,18.13,429.19,122.94,A,-134.0,250.0,387.87,499.78,528.94,None
11.933,A,248.87,250.0,4,3,24.5,244.18,275.69,26.01,89.02,10.6005,0.002945,353.8519,T4;T5,C,560.16,-203.59,550.13,412.28,481.06,None,-332.81,341.02,588.76,697.09,738.38,None,600.0,-79.69,481.65,457.43,385.64,None,-297.98,205.0,548.7,578.99,699.36,None,284.0,250.14,35.13,433.19,115.94,A,-129.69,250.0,378.56,497.8,529.63,A
11.933,B,150.0,-161.81,4,3,0,0,7,26.21,93.47,0.2671,7.4e-05,371.5549,,,560.16,-203.59,550.13,412.28,481.06,None,-332.81,341.02,588.76,697.09,738.38,None,600.0,-79.69,481.65,457.43,385.64,None,-297.98,205.0,548.7,578.99,699.36,None,284.0,250.14,35.13,433.19,115.94,A,-129.69,250.0,378.56,497.8,529.63,A
